"sample","virus","viral_only_reads","disease","cell_type"
"SRR22753504","HHV6B","0","Juvenile Dermatomyositis","CD14"
"SRR22753504","HHV7","0","Juvenile Dermatomyositis","CD14"
"SRR22753504","HSV1_KOS","10","Juvenile Dermatomyositis","CD14"
"SRR22753504","HSV2_StrainG","5","Juvenile Dermatomyositis","CD14"
"SRR22753504","KSHV","6","Juvenile Dermatomyositis","CD14"
"SRR22753504","VZV_Ellen","0","Juvenile Dermatomyositis","CD14"
"SRR22753505","combined_herpes_viruses","9","Juvenile Dermatomyositis","CD14"
"SRR22753505","EBV","0","Juvenile Dermatomyositis","CD14"
"SRR22753505","HCMV","0","Juvenile Dermatomyositis","CD14"
"SRR22753505","HHV6B","0","Juvenile Dermatomyositis","CD14"
"SRR22753505","HHV7","0","Juvenile Dermatomyositis","CD14"
"SRR22753505","HSV1_KOS","15","Juvenile Dermatomyositis","CD14"
"SRR22753505","HSV2_StrainG","4","Juvenile Dermatomyositis","CD14"
"SRR22753505","KSHV","3","Juvenile Dermatomyositis","CD14"
"SRR22753505","VZV_Ellen","0","Juvenile Dermatomyositis","CD14"
"SRR22753506","combined_herpes_viruses","14","Juvenile Dermatomyositis","CD14"
"SRR22753506","EBV","0","Juvenile Dermatomyositis","CD14"
"SRR22753506","HCMV","0","Juvenile Dermatomyositis","CD14"
"SRR22753506","HHV6B","0","Juvenile Dermatomyositis","CD14"
"SRR22753506","HHV7","0","Juvenile Dermatomyositis","CD14"
"SRR22753506","HSV1_KOS","13","Juvenile Dermatomyositis","CD14"
"SRR22753506","HSV2_StrainG","5","Juvenile Dermatomyositis","CD14"
"SRR22753506","KSHV","8","Juvenile Dermatomyositis","CD14"
"SRR22753506","VZV_Ellen","0","Juvenile Dermatomyositis","CD14"
"SRR22753507","combined_herpes_viruses","14","Juvenile Dermatomyositis","PBMC"
"SRR22753507","EBV","0","Juvenile Dermatomyositis","PBMC"
"SRR22753507","HCMV","0","Juvenile Dermatomyositis","PBMC"
"SRR22753507","HHV6B","0","Juvenile Dermatomyositis","PBMC"
"SRR22753507","HHV7","0","Juvenile Dermatomyositis","PBMC"
"SRR22753507","HSV1_KOS","13","Juvenile Dermatomyositis","PBMC"
"SRR22753507","HSV2_StrainG","1","Juvenile Dermatomyositis","PBMC"
"SRR22753507","KSHV","9","Juvenile Dermatomyositis","PBMC"
"SRR22753507","VZV_Ellen","0","Juvenile Dermatomyositis","PBMC"
"SRR22753508","combined_herpes_viruses","9","Juvenile Dermatomyositis","PBMC"
"SRR22753508","EBV","0","Juvenile Dermatomyositis","PBMC"
"SRR22753508","HCMV","0","Juvenile Dermatomyositis","PBMC"
"SRR22753508","HHV6B","0","Juvenile Dermatomyositis","PBMC"
"SRR22753508","HHV7","0","Juvenile Dermatomyositis","PBMC"
"SRR22753508","HSV1_KOS","9","Juvenile Dermatomyositis","PBMC"
"SRR22753508","HSV2_StrainG","0","Juvenile Dermatomyositis","PBMC"
"SRR22753508","KSHV","4","Juvenile Dermatomyositis","PBMC"
"SRR22753508","VZV_Ellen","0","Juvenile Dermatomyositis","PBMC"
"SRR22753509","combined_herpes_viruses","215","Juvenile Dermatomyositis","CD4"
"SRR22753509","EBV","0","Juvenile Dermatomyositis","CD4"
"SRR22753509","HCMV","1","Juvenile Dermatomyositis","CD4"
"SRR22753509","HHV6B","3","Juvenile Dermatomyositis","CD4"
"SRR22753509","HHV7","1","Juvenile Dermatomyositis","CD4"
"SRR22753509","HSV1_KOS","295","Juvenile Dermatomyositis","CD4"
"SRR22753509","HSV2_StrainG","1","Juvenile Dermatomyositis","CD4"
"SRR22753509","KSHV","2","Juvenile Dermatomyositis","CD4"
"SRR22753509","VZV_Ellen","0","Juvenile Dermatomyositis","CD4"
"SRR22753510","combined_herpes_viruses","12","Juvenile Dermatomyositis","CD8"
"SRR22753510","EBV","0","Juvenile Dermatomyositis","CD8"
"SRR22753510","HCMV","0","Juvenile Dermatomyositis","CD8"
"SRR22753510","HHV6B","0","Juvenile Dermatomyositis","CD8"
"SRR22753510","HHV7","0","Juvenile Dermatomyositis","CD8"
"SRR22753510","HSV1_KOS","6","Juvenile Dermatomyositis","CD8"
"SRR22753510","HSV2_StrainG","4","Juvenile Dermatomyositis","CD8"
"SRR22753510","KSHV","6","Juvenile Dermatomyositis","CD8"
"SRR22753510","VZV_Ellen","0","Juvenile Dermatomyositis","CD8"
"SRR22753511","combined_herpes_viruses","5","Juvenile Dermatomyositis","CD19"
"SRR22753511","EBV","0","Juvenile Dermatomyositis","CD19"
"SRR22753511","HCMV","0","Juvenile Dermatomyositis","CD19"
"SRR22753511","HHV6B","0","Juvenile Dermatomyositis","CD19"
"SRR22753511","HHV7","0","Juvenile Dermatomyositis","CD19"
"SRR22753511","HSV1_KOS","9","Juvenile Dermatomyositis","CD19"
"SRR22753511","HSV2_StrainG","1","Juvenile Dermatomyositis","CD19"
"SRR22753511","KSHV","9","Juvenile Dermatomyositis","CD19"
"SRR22753511","VZV_Ellen","0","Juvenile Dermatomyositis","CD19"
"SRR22753512","combined_herpes_viruses","6","Juvenile Dermatomyositis","CD19"
"SRR22753512","EBV","0","Juvenile Dermatomyositis","CD19"
"SRR22753512","HCMV","0","Juvenile Dermatomyositis","CD19"
"SRR22753512","HHV6B","0","Juvenile Dermatomyositis","CD19"
"SRR22753512","HHV7","0","Juvenile Dermatomyositis","CD19"
"SRR22753512","HSV1_KOS","9","Juvenile Dermatomyositis","CD19"
"SRR22753512","HSV2_StrainG","2","Juvenile Dermatomyositis","CD19"
"SRR22753512","KSHV","4","Juvenile Dermatomyositis","CD19"
"SRR22753512","VZV_Ellen","0","Juvenile Dermatomyositis","CD19"
"SRR22753513","combined_herpes_viruses","9","Juvenile Dermatomyositis","CD19"
"SRR22753513","EBV","0","Juvenile Dermatomyositis","CD19"
"SRR22753513","HCMV","0","Juvenile Dermatomyositis","CD19"
"SRR22753513","HHV6B","3","Juvenile Dermatomyositis","CD19"
"SRR22753513","HHV7","0","Juvenile Dermatomyositis","CD19"
"SRR22753513","HSV1_KOS","7","Juvenile Dermatomyositis","CD19"
"SRR22753513","HSV2_StrainG","2","Juvenile Dermatomyositis","CD19"
"SRR22753513","KSHV","4","Juvenile Dermatomyositis","CD19"
"SRR22753513","VZV_Ellen","0","Juvenile Dermatomyositis","CD19"
"SRR22753514","combined_herpes_viruses","2","Juvenile Dermatomyositis","CD19"
"SRR22753514","EBV","0","Juvenile Dermatomyositis","CD19"
"SRR22753514","HCMV","0","Juvenile Dermatomyositis","CD19"
"SRR22753514","HHV6B","3","Juvenile Dermatomyositis","CD19"
"SRR22753514","HHV7","0","Juvenile Dermatomyositis","CD19"
"SRR22753514","HSV1_KOS","6","Juvenile Dermatomyositis","CD19"
"SRR22753514","HSV2_StrainG","1","Juvenile Dermatomyositis","CD19"
"SRR22753514","KSHV","2","Juvenile Dermatomyositis","CD19"
"SRR22753514","VZV_Ellen","0","Juvenile Dermatomyositis","CD19"
"SRR22753515","combined_herpes_viruses","7","Juvenile Dermatomyositis","CD14"
"SRR22753515","EBV","0","Juvenile Dermatomyositis","CD14"
"SRR22753515","HCMV","0","Juvenile Dermatomyositis","CD14"
"SRR22753515","HHV6B","2","Juvenile Dermatomyositis","CD14"
"SRR22753515","HHV7","0","Juvenile Dermatomyositis","CD14"
"SRR22753515","HSV1_KOS","7","Juvenile Dermatomyositis","CD14"
"SRR22753515","HSV2_StrainG","2","Juvenile Dermatomyositis","CD14"
"SRR22753515","KSHV","7","Juvenile Dermatomyositis","CD14"
"SRR22753515","VZV_Ellen","0","Juvenile Dermatomyositis","CD14"
"SRR22753516","combined_herpes_viruses","17","Juvenile Dermatomyositis","CD14"
"SRR22753516","EBV","0","Juvenile Dermatomyositis","CD14"
"SRR22753516","HCMV","0","Juvenile Dermatomyositis","CD14"
"SRR22753516","HHV6B","3","Juvenile Dermatomyositis","CD14"
"SRR22753516","HHV7","0","Juvenile Dermatomyositis","CD14"
"SRR22753516","HSV1_KOS","14","Juvenile Dermatomyositis","CD14"
"SRR22753516","HSV2_StrainG","3","Juvenile Dermatomyositis","CD14"
"SRR22753516","KSHV","3","Juvenile Dermatomyositis","CD14"
"SRR22753516","VZV_Ellen","0","Juvenile Dermatomyositis","CD14"
"SRR22753517","combined_herpes_viruses","18","Juvenile Dermatomyositis","CD14"
"SRR22753517","EBV","0","Juvenile Dermatomyositis","CD14"
"SRR22753517","HCMV","0","Juvenile Dermatomyositis","CD14"
"SRR22753517","HHV6B","0","Juvenile Dermatomyositis","CD14"
"SRR22753517","HHV7","0","Juvenile Dermatomyositis","CD14"
"SRR22753517","HSV1_KOS","21","Juvenile Dermatomyositis","CD14"
"SRR22753517","HSV2_StrainG","2","Juvenile Dermatomyositis","CD14"
"SRR22753517","KSHV","3","Juvenile Dermatomyositis","CD14"
"SRR22753517","VZV_Ellen","0","Juvenile Dermatomyositis","CD14"
"SRR22753518","combined_herpes_viruses","12","Juvenile Dermatomyositis","CD14"
"SRR22753518","EBV","0","Juvenile Dermatomyositis","CD14"
"SRR22753518","HCMV","0","Juvenile Dermatomyositis","CD14"
"SRR22753518","HHV6B","0","Juvenile Dermatomyositis","CD14"
"SRR22753518","HHV7","0","Juvenile Dermatomyositis","CD14"
"SRR22753518","HSV1_KOS","15","Juvenile Dermatomyositis","CD14"
"SRR22753518","HSV2_StrainG","2","Juvenile Dermatomyositis","CD14"
"SRR22753518","KSHV","7","Juvenile Dermatomyositis","CD14"
"SRR22753518","VZV_Ellen","0","Juvenile Dermatomyositis","CD14"
"SRR22753519","combined_herpes_viruses","11","Juvenile Dermatomyositis","PBMC"
"SRR22753519","EBV","0","Juvenile Dermatomyositis","PBMC"
"SRR22753519","HCMV","0","Juvenile Dermatomyositis","PBMC"
"SRR22753519","HHV6B","0","Juvenile Dermatomyositis","PBMC"
"SRR22753519","HHV7","0","Juvenile Dermatomyositis","PBMC"
"SRR22753519","HSV1_KOS","11","Juvenile Dermatomyositis","PBMC"
"SRR22753519","HSV2_StrainG","5","Juvenile Dermatomyositis","PBMC"
"SRR22753519","KSHV","4","Juvenile Dermatomyositis","PBMC"
"SRR22753519","VZV_Ellen","0","Juvenile Dermatomyositis","PBMC"
"SRR22753520","combined_herpes_viruses","7","Juvenile Dermatomyositis","PBMC"
"SRR22753520","EBV","0","Juvenile Dermatomyositis","PBMC"
"SRR22753520","HCMV","0","Juvenile Dermatomyositis","PBMC"
"SRR22753520","HHV6B","0","Juvenile Dermatomyositis","PBMC"
"SRR22753520","HHV7","0","Juvenile Dermatomyositis","PBMC"
"SRR22753520","HSV1_KOS","5","Juvenile Dermatomyositis","PBMC"
"SRR22753520","HSV2_StrainG","2","Juvenile Dermatomyositis","PBMC"
"SRR22753520","KSHV","6","Juvenile Dermatomyositis","PBMC"
"SRR22753520","VZV_Ellen","0","Juvenile Dermatomyositis","PBMC"
"SRR22753521","combined_herpes_viruses","8","Control","CD14"
"SRR22753521","EBV","0","Control","CD14"
"SRR22753521","HCMV","0","Control","CD14"
"SRR22753521","HHV6B","2","Control","CD14"
"SRR22753521","HHV7","0","Control","CD14"
"SRR22753521","HSV1_KOS","8","Control","CD14"
"SRR22753521","HSV2_StrainG","8","Control","CD14"
"SRR22753521","KSHV","10","Control","CD14"
"SRR22753521","VZV_Ellen","0","Control","CD14"
"SRR22753522","combined_herpes_viruses","14","Control","CD14"
"SRR22753522","EBV","0","Control","CD14"
"SRR22753522","HCMV","0","Control","CD14"
"SRR22753522","HHV6B","2","Control","CD14"
"SRR22753522","HHV7","0","Control","CD14"
"SRR22753522","HSV1_KOS","10","Control","CD14"
"SRR22753522","HSV2_StrainG","5","Control","CD14"
"SRR22753522","KSHV","8","Control","CD14"
"SRR22753522","VZV_Ellen","0","Control","CD14"
"SRR22753523","combined_herpes_viruses","4","Control","CD14"
"SRR22753523","EBV","0","Control","CD14"
"SRR22753523","HCMV","0","Control","CD14"
"SRR22753523","HHV6B","7","Control","CD14"
"SRR22753523","HHV7","0","Control","CD14"
"SRR22753523","HSV1_KOS","6","Control","CD14"
"SRR22753523","HSV2_StrainG","7","Control","CD14"
"SRR22753523","KSHV","10","Control","CD14"
"SRR22753523","VZV_Ellen","0","Control","CD14"
"SRR22753524","combined_herpes_viruses","6","Control","CD14"
"SRR22753524","EBV","0","Control","CD14"
"SRR22753524","HCMV","0","Control","CD14"
"SRR22753524","HHV6B","4","Control","CD14"
"SRR22753524","HHV7","0","Control","CD14"
"SRR22753524","HSV1_KOS","9","Control","CD14"
"SRR22753524","HSV2_StrainG","5","Control","CD14"
"SRR22753524","KSHV","7","Control","CD14"
"SRR22753524","VZV_Ellen","0","Control","CD14"
"SRR22753525","combined_herpes_viruses","5","Control","CD19"
"SRR22753525","EBV","0","Control","CD19"
"SRR22753525","HCMV","0","Control","CD19"
"SRR22753525","HHV6B","0","Control","CD19"
"SRR22753525","HHV7","0","Control","CD19"
"SRR22753525","HSV1_KOS","7","Control","CD19"
"SRR22753525","HSV2_StrainG","6","Control","CD19"
"SRR22753525","KSHV","10","Control","CD19"
"SRR22753525","VZV_Ellen","0","Control","CD19"
"SRR22753526","combined_herpes_viruses","3","Control","CD19"
"SRR22753526","EBV","0","Control","CD19"
"SRR22753526","HCMV","0","Control","CD19"
"SRR22753526","HHV6B","1","Control","CD19"
"SRR22753526","HHV7","0","Control","CD19"
"SRR22753526","HSV1_KOS","7","Control","CD19"
"SRR22753526","HSV2_StrainG","4","Control","CD19"
"SRR22753526","KSHV","8","Control","CD19"
"SRR22753526","VZV_Ellen","0","Control","CD19"
"SRR22753527","combined_herpes_viruses","11","Control","CD19"
"SRR22753527","EBV","0","Control","CD19"
"SRR22753527","HCMV","0","Control","CD19"
"SRR22753527","HHV6B","0","Control","CD19"
"SRR22753527","HHV7","0","Control","CD19"
"SRR22753527","HSV1_KOS","6","Control","CD19"
"SRR22753527","HSV2_StrainG","3","Control","CD19"
"SRR22753527","KSHV","8","Control","CD19"
"SRR22753527","VZV_Ellen","0","Control","CD19"
"SRR22753528","combined_herpes_viruses","7","Control","CD19"
"SRR22753528","EBV","0","Control","CD19"
"SRR22753528","HCMV","0","Control","CD19"
"SRR22753528","HHV6B","1","Control","CD19"
"SRR22753528","HHV7","0","Control","CD19"
"SRR22753528","HSV1_KOS","5","Control","CD19"
"SRR22753528","HSV2_StrainG","3","Control","CD19"
"SRR22753528","KSHV","8","Control","CD19"
"SRR22753528","VZV_Ellen","0","Control","CD19"
"SRR22753529","combined_herpes_viruses","12","Control","CD8"
"SRR22753529","EBV","0","Control","CD8"
"SRR22753529","HCMV","0","Control","CD8"
"SRR22753529","HHV6B","0","Control","CD8"
"SRR22753529","HHV7","0","Control","CD8"
"SRR22753529","HSV1_KOS","10","Control","CD8"
"SRR22753529","HSV2_StrainG","6","Control","CD8"
"SRR22753529","KSHV","6","Control","CD8"
"SRR22753529","VZV_Ellen","0","Control","CD8"
"SRR22753530","combined_herpes_viruses","8","Control","CD8"
"SRR22753530","EBV","0","Control","CD8"
"SRR22753530","HCMV","0","Control","CD8"
"SRR22753530","HHV6B","3","Control","CD8"
"SRR22753530","HHV7","0","Control","CD8"
"SRR22753530","HSV1_KOS","8","Control","CD8"
"SRR22753530","HSV2_StrainG","5","Control","CD8"
"SRR22753530","KSHV","9","Control","CD8"
"SRR22753530","VZV_Ellen","0","Control","CD8"
"SRR22753531","combined_herpes_viruses","7","Control","CD8"
"SRR22753531","EBV","0","Control","CD8"
"SRR22753531","HCMV","0","Control","CD8"
"SRR22753531","HHV6B","0","Control","CD8"
"SRR22753531","HHV7","0","Control","CD8"
"SRR22753531","HSV1_KOS","11","Control","CD8"
"SRR22753531","HSV2_StrainG","15","Control","CD8"
"SRR22753531","KSHV","13","Control","CD8"
"SRR22753531","VZV_Ellen","0","Control","CD8"
"SRR22753532","combined_herpes_viruses","9","Control","CD8"
"SRR22753532","EBV","0","Control","CD8"
"SRR22753532","HCMV","0","Control","CD8"
"SRR22753532","HHV6B","0","Control","CD8"
"SRR22753532","HHV7","0","Control","CD8"
"SRR22753532","HSV1_KOS","11","Control","CD8"
"SRR22753532","HSV2_StrainG","2","Control","CD8"
"SRR22753532","KSHV","11","Control","CD8"
"SRR22753532","VZV_Ellen","0","Control","CD8"
"SRR22753533","combined_herpes_viruses","3","Control","CD4"
"SRR22753533","EBV","0","Control","CD4"
"SRR22753533","HCMV","0","Control","CD4"
"SRR22753533","HHV6B","0","Control","CD4"
"SRR22753533","HHV7","0","Control","CD4"
"SRR22753533","HSV1_KOS","2","Control","CD4"
"SRR22753533","HSV2_StrainG","6","Control","CD4"
"SRR22753533","KSHV","0","Control","CD4"
"SRR22753533","VZV_Ellen","0","Control","CD4"
"SRR22753534","combined_herpes_viruses","2","Control","CD4"
"SRR22753534","EBV","0","Control","CD4"
"SRR22753534","HCMV","0","Control","CD4"
"SRR22753534","HHV6B","2","Control","CD4"
"SRR22753534","HHV7","0","Control","CD4"
"SRR22753534","HSV1_KOS","2","Control","CD4"
"SRR22753534","HSV2_StrainG","2","Control","CD4"
"SRR22753534","KSHV","2","Control","CD4"
"SRR22753534","VZV_Ellen","0","Control","CD4"
"SRR22753535","combined_herpes_viruses","1","Control","CD4"
"SRR22753535","EBV","0","Control","CD4"
"SRR22753535","HCMV","0","Control","CD4"
"SRR22753535","HHV6B","0","Control","CD4"
"SRR22753535","HHV7","0","Control","CD4"
"SRR22753535","HSV1_KOS","2","Control","CD4"
"SRR22753535","HSV2_StrainG","3","Control","CD4"
"SRR22753535","KSHV","0","Control","CD4"
"SRR22753535","VZV_Ellen","0","Control","CD4"
"SRR22753536","combined_herpes_viruses","2","Control","CD4"
"SRR22753536","EBV","0","Control","CD4"
"SRR22753536","HCMV","0","Control","CD4"
"SRR22753536","HHV6B","0","Control","CD4"
"SRR22753536","HHV7","0","Control","CD4"
"SRR22753536","HSV1_KOS","2","Control","CD4"
"SRR22753536","HSV2_StrainG","2","Control","CD4"
"SRR22753536","KSHV","4","Control","CD4"
"SRR22753536","VZV_Ellen","0","Control","CD4"
"SRR22753537","combined_herpes_viruses","1","Control","PBMC"
"SRR22753537","EBV","0","Control","PBMC"
"SRR22753537","HCMV","0","Control","PBMC"
"SRR22753537","HHV6B","0","Control","PBMC"
"SRR22753537","HHV7","0","Control","PBMC"
"SRR22753537","HSV1_KOS","2","Control","PBMC"
"SRR22753537","HSV2_StrainG","0","Control","PBMC"
"SRR22753537","KSHV","1","Control","PBMC"
"SRR22753537","VZV_Ellen","0","Control","PBMC"
"SRR22753538","combined_herpes_viruses","0","Control","PBMC"
"SRR22753538","EBV","0","Control","PBMC"
"SRR22753538","HCMV","0","Control","PBMC"
"SRR22753538","HHV6B","0","Control","PBMC"
"SRR22753538","HHV7","0","Control","PBMC"
"SRR22753538","HSV1_KOS","2","Control","PBMC"
"SRR22753538","HSV2_StrainG","2","Control","PBMC"
"SRR22753538","KSHV","5","Control","PBMC"
"SRR22753538","VZV_Ellen","0","Control","PBMC"
"SRR22753539","combined_herpes_viruses","0","Control","PBMC"
"SRR22753539","EBV","0","Control","PBMC"
"SRR22753539","HCMV","0","Control","PBMC"
"SRR22753539","HHV6B","0","Control","PBMC"
"SRR22753539","HHV7","0","Control","PBMC"
"SRR22753539","HSV1_KOS","1","Control","PBMC"
"SRR22753539","HSV2_StrainG","0","Control","PBMC"
"SRR22753539","KSHV","1","Control","PBMC"
"SRR22753539","VZV_Ellen","0","Control","PBMC"
"SRR22753540","combined_herpes_viruses","2","Control","PBMC"
"SRR22753540","EBV","0","Control","PBMC"
"SRR22753540","HCMV","0","Control","PBMC"
"SRR22753540","HHV6B","0","Control","PBMC"
"SRR22753540","HHV7","0","Control","PBMC"
"SRR22753540","HSV1_KOS","3","Control","PBMC"
"SRR22753540","HSV2_StrainG","4","Control","PBMC"
"SRR22753540","KSHV","3","Control","PBMC"
"SRR22753540","VZV_Ellen","0","Control","PBMC"
"SRR22753541","combined_herpes_viruses","1","Control","CD19"
"SRR22753541","EBV","0","Control","CD19"
"SRR22753541","HCMV","1","Control","CD19"
"SRR22753541","HHV6B","4","Control","CD19"
"SRR22753541","HHV7","0","Control","CD19"
"SRR22753541","HSV1_KOS","2","Control","CD19"
"SRR22753541","HSV2_StrainG","0","Control","CD19"
"SRR22753541","KSHV","6","Control","CD19"
"SRR22753541","VZV_Ellen","0","Control","CD19"
"SRR22753542","combined_herpes_viruses","3","Control","CD19"
"SRR22753542","EBV","0","Control","CD19"
"SRR22753542","HCMV","0","Control","CD19"
"SRR22753542","HHV6B","0","Control","CD19"
"SRR22753542","HHV7","0","Control","CD19"
"SRR22753542","HSV1_KOS","0","Control","CD19"
"SRR22753542","HSV2_StrainG","4","Control","CD19"
"SRR22753542","KSHV","4","Control","CD19"
"SRR22753542","VZV_Ellen","0","Control","CD19"
"SRR22753543","combined_herpes_viruses","3","Control","CD19"
"SRR22753543","EBV","0","Control","CD19"
"SRR22753543","HCMV","0","Control","CD19"
"SRR22753543","HHV6B","2","Control","CD19"
"SRR22753543","HHV7","0","Control","CD19"
"SRR22753543","HSV1_KOS","1","Control","CD19"
"SRR22753543","HSV2_StrainG","3","Control","CD19"
"SRR22753543","KSHV","5","Control","CD19"
"SRR22753543","VZV_Ellen","0","Control","CD19"
"SRR22753544","combined_herpes_viruses","0","Control","CD19"
"SRR22753544","EBV","0","Control","CD19"
"SRR22753544","HCMV","0","Control","CD19"
"SRR22753544","HHV6B","7","Control","CD19"
"SRR22753544","HHV7","0","Control","CD19"
"SRR22753544","HSV1_KOS","1","Control","CD19"
"SRR22753544","HSV2_StrainG","2","Control","CD19"
"SRR22753544","KSHV","2","Control","CD19"
"SRR22753544","VZV_Ellen","0","Control","CD19"
"SRR22753545","combined_herpes_viruses","5","Control","CD14"
"SRR22753545","EBV","0","Control","CD14"
"SRR22753545","HCMV","0","Control","CD14"
"SRR22753545","HHV6B","0","Control","CD14"
"SRR22753545","HHV7","0","Control","CD14"
"SRR22753545","HSV1_KOS","4","Control","CD14"
"SRR22753545","HSV2_StrainG","24","Control","CD14"
"SRR22753545","KSHV","14","Control","CD14"
"SRR22753545","VZV_Ellen","0","Control","CD14"
"SRR22753546","combined_herpes_viruses","7","Control","CD14"
"SRR22753546","EBV","0","Control","CD14"
"SRR22753546","HCMV","0","Control","CD14"
"SRR22753546","HHV6B","0","Control","CD14"
"SRR22753546","HHV7","0","Control","CD14"
"SRR22753546","HSV1_KOS","6","Control","CD14"
"SRR22753546","HSV2_StrainG","23","Control","CD14"
"SRR22753546","KSHV","3","Control","CD14"
"SRR22753546","VZV_Ellen","0","Control","CD14"
"SRR22753547","combined_herpes_viruses","3","Control","CD14"
"SRR22753547","EBV","0","Control","CD14"
"SRR22753547","HCMV","0","Control","CD14"
"SRR22753547","HHV6B","1","Control","CD14"
"SRR22753547","HHV7","0","Control","CD14"
"SRR22753547","HSV1_KOS","7","Control","CD14"
"SRR22753547","HSV2_StrainG","34","Control","CD14"
"SRR22753547","KSHV","8","Control","CD14"
"SRR22753547","VZV_Ellen","0","Control","CD14"
"SRR22753548","combined_herpes_viruses","11","Control","CD14"
"SRR22753548","EBV","2","Control","CD14"
"SRR22753548","HCMV","0","Control","CD14"
"SRR22753548","HHV6B","2","Control","CD14"
"SRR22753548","HHV7","0","Control","CD14"
"SRR22753548","HSV1_KOS","14","Control","CD14"
"SRR22753548","HSV2_StrainG","20","Control","CD14"
"SRR22753548","KSHV","12","Control","CD14"
"SRR22753548","VZV_Ellen","0","Control","CD14"
"SRR22753549","combined_herpes_viruses","1","Control","CD8"
"SRR22753549","EBV","0","Control","CD8"
"SRR22753549","HCMV","0","Control","CD8"
"SRR22753549","HHV6B","0","Control","CD8"
"SRR22753549","HHV7","0","Control","CD8"
"SRR22753549","HSV1_KOS","3","Control","CD8"
"SRR22753549","HSV2_StrainG","4","Control","CD8"
"SRR22753549","KSHV","9","Control","CD8"
"SRR22753549","VZV_Ellen","0","Control","CD8"
"SRR22753550","combined_herpes_viruses","4","Control","CD8"
"SRR22753550","EBV","0","Control","CD8"
"SRR22753550","HCMV","0","Control","CD8"
"SRR22753550","HHV6B","1","Control","CD8"
"SRR22753550","HHV7","0","Control","CD8"
"SRR22753550","HSV1_KOS","1","Control","CD8"
"SRR22753550","HSV2_StrainG","6","Control","CD8"
"SRR22753550","KSHV","5","Control","CD8"
"SRR22753550","VZV_Ellen","0","Control","CD8"
"SRR22753551","combined_herpes_viruses","8","Control","CD8"
"SRR22753551","EBV","0","Control","CD8"
"SRR22753551","HCMV","0","Control","CD8"
"SRR22753551","HHV6B","1","Control","CD8"
"SRR22753551","HHV7","0","Control","CD8"
"SRR22753551","HSV1_KOS","5","Control","CD8"
"SRR22753551","HSV2_StrainG","6","Control","CD8"
"SRR22753551","KSHV","7","Control","CD8"
"SRR22753551","VZV_Ellen","0","Control","CD8"
"SRR22753552","combined_herpes_viruses","1","Control","CD8"
"SRR22753552","EBV","0","Control","CD8"
"SRR22753552","HCMV","0","Control","CD8"
"SRR22753552","HHV6B","0","Control","CD8"
"SRR22753552","HHV7","0","Control","CD8"
"SRR22753552","HSV1_KOS","2","Control","CD8"
"SRR22753552","HSV2_StrainG","6","Control","CD8"
"SRR22753552","KSHV","8","Control","CD8"
"SRR22753552","VZV_Ellen","0","Control","CD8"
"SRR22753553","combined_herpes_viruses","2","Control","CD4"
"SRR22753553","EBV","0","Control","CD4"
"SRR22753553","HCMV","0","Control","CD4"
"SRR22753553","HHV6B","0","Control","CD4"
"SRR22753553","HHV7","0","Control","CD4"
"SRR22753553","HSV1_KOS","3","Control","CD4"
"SRR22753553","HSV2_StrainG","7","Control","CD4"
"SRR22753553","KSHV","4","Control","CD4"
"SRR22753553","VZV_Ellen","0","Control","CD4"
"SRR22753554","combined_herpes_viruses","1","Control","CD4"
"SRR22753554","EBV","0","Control","CD4"
"SRR22753554","HCMV","0","Control","CD4"
"SRR22753554","HHV6B","0","Control","CD4"
"SRR22753554","HHV7","0","Control","CD4"
"SRR22753554","HSV1_KOS","1","Control","CD4"
"SRR22753554","HSV2_StrainG","5","Control","CD4"
"SRR22753554","KSHV","3","Control","CD4"
"SRR22753554","VZV_Ellen","0","Control","CD4"
"SRR22753555","combined_herpes_viruses","0","Control","CD4"
"SRR22753555","EBV","0","Control","CD4"
"SRR22753555","HCMV","0","Control","CD4"
"SRR22753555","HHV6B","0","Control","CD4"
"SRR22753555","HHV7","0","Control","CD4"
"SRR22753555","HSV1_KOS","0","Control","CD4"
"SRR22753555","HSV2_StrainG","2","Control","CD4"
"SRR22753555","KSHV","2","Control","CD4"
"SRR22753555","VZV_Ellen","0","Control","CD4"
"SRR22753556","combined_herpes_viruses","3","Control","CD4"
"SRR22753556","EBV","0","Control","CD4"
"SRR22753556","HCMV","0","Control","CD4"
"SRR22753556","HHV6B","0","Control","CD4"
"SRR22753556","HHV7","0","Control","CD4"
"SRR22753556","HSV1_KOS","5","Control","CD4"
"SRR22753556","HSV2_StrainG","2","Control","CD4"
"SRR22753556","KSHV","4","Control","CD4"
"SRR22753556","VZV_Ellen","0","Control","CD4"
"SRR22753557","combined_herpes_viruses","1","Control","CD4"
"SRR22753557","EBV","0","Control","CD4"
"SRR22753557","HCMV","0","Control","CD4"
"SRR22753557","HHV6B","2","Control","CD4"
"SRR22753557","HHV7","0","Control","CD4"
"SRR22753557","HSV1_KOS","2","Control","CD4"
"SRR22753557","HSV2_StrainG","3","Control","CD4"
"SRR22753557","KSHV","2","Control","CD4"
"SRR22753557","VZV_Ellen","0","Control","CD4"
"SRR22753558","combined_herpes_viruses","3","Control","CD4"
"SRR22753558","EBV","0","Control","CD4"
"SRR22753558","HCMV","0","Control","CD4"
"SRR22753558","HHV6B","2","Control","CD4"
"SRR22753558","HHV7","0","Control","CD4"
